Date,Model,Branch,Units_Sold,Sales_Person,Body_Builder,Financier,Chassis_Number,Order_Date,Invoice_Date,Buying_Price,Selling_Price,Customer_Name,Customer_Location,Payment_Mode
2018-09-07,Isuzu FSR,Meru,4,Crystal Fleming,Krystal,NCBA,JABC189XYZuS,2002-09-15,2024-06-25,3026988,3688611,Micheal Rodriguez,Sullivanhaven,Credit
2003-01-16,Isuzu FRR90,Mombasa,2,Kristy Moran,TransAfrica,KCB,JABC691XYZcD,2020-02-26,2001-05-13,2440448,6181036,Heidi Howard,Sarahberg,Credit
2018-09-25,Isuzu D-MAX,Eldoret,4,Nicolas Grant,Labh Singh,Equity Bank,JABC853XYZDG,2016-09-09,2002-01-06,4982626,4070992,Jason Curtis,Chungfurt,Cash
2012-07-26,Isuzu FRR90,Mombasa,2,Dana Ortiz,Rifter,Equity Bank,JABC860XYZro,2009-12-31,2020-04-20,4167233,6175355,Kylie Brooks,West Douglasland,Credit
2024-10-17,Isuzu D-MAX,Chuka,5,Stacey Bass,TransAfrica,KCB,JABC916XYZcO,2011-03-30,2006-01-28,4715893,2899046,Robin Haas,New Edwardbury,Credit
2008-01-10,Isuzu FRR90,Chuka,5,Kathleen Pacheco,TransAfrica,Family Bank,JABC341XYZpl,2002-07-16,2015-12-03,3662532,3595351,Amanda Jackson,Hamptonfurt,Credit
2017-04-24,Isuzu NQR Xtra,Eldoret,4,Stephen Lewis,Labh Singh,Family Bank,JABC589XYZrt,2021-06-23,2001-08-23,2745461,4667131,Lauren Brown,North Rachelville,Credit
2023-05-02,Isuzu NQR Xtra,Nairobi,1,Louis Smith,Rifter,NCBA,JABC168XYZlz,2000-07-23,2020-10-29,2362632,5538986,Mark Guzman,North Judithbury,Cash
2014-07-27,Isuzu FRR90,Eldoret,5,Louis Smith,TransAfrica,Equity Bank,JABC082XYZtm,2009-04-19,2022-08-22,3244227,2792429,Brenda Brown,Robinsonfort,Credit
2007-06-04,Isuzu FRR90,Meru,4,Joshua Williams,General Body Works,KCB,JABC641XYZLg,2003-04-04,2013-08-17,4342661,3882580,Ashley Pope,Williamsborough,Credit
2022-10-05,Isuzu FSR,Chuka,2,Nicolas Grant,General Body Works,KCB,JABC434XYZhh,2008-05-13,2010-11-30,3694589,3054018,Tracey Jones,Laurenburgh,Credit
2002-12-21,Isuzu FSR,Meru,4,Louis Smith,Rifter,NCBA,JABC631XYZAw,2017-12-18,2023-12-21,3985512,3931910,Benjamin West,Marshton,Cash
2002-03-10,Isuzu NQR Xtra,Meru,2,Steven Dixon,Rifter,NCBA,JABC458XYZqG,2010-08-20,2018-05-14,3571419,4740220,Tony Schmidt,Wellsstad,Credit
2024-12-07,Isuzu FSR,Nairobi,5,Louis Smith,Krystal,Co-op Bank,JABC807XYZWs,2024-04-29,2009-02-12,5204051,3229171,Curtis Brown,Karenland,Credit
2003-09-27,Isuzu FVR,Meru,3,Kristy Moran,Rifter,Equity Bank,JABC307XYZwo,2013-03-06,2006-03-03,4121879,2980293,Elizabeth Miller,North Oscar,Cash
2008-03-04,Isuzu FSR,Meru,5,Dana Ortiz,Rifter,KCB,JABC665XYZDl,2022-06-02,2022-03-15,2798104,3173463,Sara Dawson,Markberg,Credit
2010-12-28,Isuzu FRR90,Mombasa,2,Nicolas Grant,Labh Singh,Equity Bank,JABC437XYZha,2017-05-09,2003-08-16,4339270,3435497,John Yoder,Jessicaburgh,Credit
2018-05-20,Isuzu D-MAX,Nairobi,1,Cindy Ingram,Krystal,Equity Bank,JABC915XYZth,2002-06-28,2014-08-06,4785363,4334233,Judy Sweeney,East Morganfort,Credit
2007-04-22,Isuzu FSR,Eldoret,5,Joshua Williams,TransAfrica,KCB,JABC735XYZrP,2006-04-21,2007-12-17,2697418,2703180,William Rowe,Davisstad,Credit
2007-12-04,Isuzu NQR Xtra,Nairobi,3,Nicolas Grant,Rifter,Equity Bank,JABC142XYZdR,2020-01-11,2014-09-15,3913194,5509831,Adam Rivas,Lake Timothy,Credit
2018-01-07,Isuzu FSR,Chuka,5,Shannon Thompson,Krystal,Equity Bank,JABC083XYZCU,2009-09-01,2023-02-21,2726389,2532548,Christina Flores,Crawfordmouth,Credit
2012-09-24,Isuzu FSR,Mombasa,1,Benjamin Patterson,TransAfrica,Equity Bank,JABC482XYZaX,2021-06-07,2009-11-18,4154725,5173372,Danielle Little,Brucetown,Credit
2012-04-24,Isuzu FRR90,Chuka,2,Katie Romero,Labh Singh,Family Bank,JABC836XYZvN,2007-03-29,2011-04-20,3495579,4472041,Sierra Hammond,East Pam,Cash
2014-02-11,Isuzu NQR Xtra,Mombasa,4,Kathleen Pacheco,Krystal,KCB,JABC913XYZSp,2017-07-05,2017-04-12,2395927,3692179,David Taylor,Monroeborough,Cash
2021-09-27,Isuzu D-MAX,Eldoret,3,Katie Romero,Labh Singh,Equity Bank,JABC277XYZuK,2007-11-19,2021-01-24,2994209,5581364,Trevor Davis,Harrybury,Credit
2021-03-15,Isuzu FSR,Mombasa,2,Benjamin Patterson,Krystal,Equity Bank,JABC720XYZDP,2009-11-09,2009-05-04,4259016,3032190,Brenda Frost,West Peterview,Credit
2010-07-11,Isuzu NQR Xtra,Meru,4,Michael Miller,Rifter,NCBA,JABC510XYZYB,2023-12-18,2024-12-19,5170419,6128434,Wendy Zavala,New Melissaland,Cash
2016-06-07,Isuzu FVR,Mombasa,2,Stephen Lewis,Labh Singh,Family Bank,JABC106XYZBL,2014-09-30,2002-03-21,2419861,5014557,John Webb,Morganberg,Cash
2002-08-26,Isuzu D-MAX,Chuka,2,Alicia Gutierrez,Krystal,Equity Bank,JABC262XYZtb,2002-07-17,2012-04-05,4854051,5732903,Ronald Fitzgerald,South Donald,Credit
2011-10-10,Isuzu NQR Xtra,Chuka,1,Karen Krause,Rifter,KCB,JABC421XYZIG,2023-04-20,2009-12-18,3029726,5660044,Lawrence Weeks,Smithport,Cash
2022-04-16,Isuzu FRR90,Mombasa,3,Cindy Ingram,Krystal,NCBA,JABC295XYZOK,2006-04-29,2011-12-18,4286738,2712249,Brandon Williams MD,Rodriguezland,Cash
2010-01-07,Isuzu D-MAX,Nairobi,5,Joshua Williams,TransAfrica,Family Bank,JABC583XYZxl,2022-04-28,2008-03-10,4838512,6362888,Jon Perez,Davidtown,Cash
2017-06-17,Isuzu FVR,Mombasa,2,Katie Romero,Labh Singh,Equity Bank,JABC845XYZqJ,2004-10-17,2024-09-30,2738637,3618999,Matthew Cooper,Lake Luis,Cash
2016-05-18,Isuzu FVR,Meru,1,Brittany Rogers,Krystal,KCB,JABC057XYZrB,2020-07-30,2022-06-07,4047711,5455224,Gina Bowen,New Kirsten,Cash
2011-10-19,Isuzu FVR,Meru,3,Karen Krause,General Body Works,NCBA,JABC441XYZgk,2006-05-16,2004-02-25,3043497,4806442,Gregory Lara,Hallton,Cash
2009-03-16,Isuzu FVR,Nairobi,1,Carol Waters,General Body Works,Family Bank,JABC367XYZIY,2016-05-01,2006-07-15,4436761,6262226,Sara Jones,South Alexandratown,Credit
2018-12-06,Isuzu FVR,Eldoret,5,Joshua Williams,Rifter,NCBA,JABC259XYZve,2004-01-14,2012-12-04,2048308,2715350,Ryan Hill DDS,South Brucebury,Cash
2015-05-17,Isuzu FVR,Meru,1,Kathleen Pacheco,Krystal,Equity Bank,JABC214XYZUG,2023-12-12,2024-07-22,2085555,3565521,Lisa Martin,Stewartborough,Credit
2022-07-15,Isuzu FSR,Nairobi,4,Louis Smith,Krystal,Family Bank,JABC167XYZDz,2020-11-29,2014-11-27,4478081,4574068,Thomas Vincent,Evansborough,Credit
2018-09-05,Isuzu NQR Xtra,Mombasa,4,Stephen Lewis,TransAfrica,Family Bank,JABC940XYZxO,2023-08-07,2015-10-30,4182632,5192655,Jason Clarke,Danielleburgh,Credit
2018-02-07,Isuzu D-MAX,Chuka,2,Stephen Lewis,TransAfrica,Co-op Bank,JABC955XYZRH,2012-04-30,2021-05-30,2684388,6103026,Roy Petersen,Lake Jenniferhaven,Cash
2014-10-17,Isuzu FSR,Meru,2,Cindy Ingram,TransAfrica,NCBA,JABC732XYZrH,2012-10-06,2025-02-10,5126459,3503566,Melissa Rich,Wongville,Credit
2019-08-01,Isuzu D-MAX,Mombasa,3,Louis Smith,Krystal,KCB,JABC473XYZLB,2001-09-01,2001-08-19,5514482,3665991,Stacy Mason,Adamston,Cash
2022-05-10,Isuzu FVR,Nairobi,4,Dana Ortiz,Labh Singh,NCBA,JABC170XYZjr,2021-05-15,2015-05-02,2287580,4581509,Nathan Mcmillan MD,Lake Jesusfort,Cash
2017-08-16,Isuzu D-MAX,Eldoret,5,Dana Ortiz,Rifter,Co-op Bank,JABC060XYZjz,2015-08-12,2022-12-24,4190300,2540492,Allison Chavez,Jamieville,Credit
2002-10-19,Isuzu FSR,Nairobi,4,Kathleen Pacheco,TransAfrica,KCB,JABC538XYZcr,2015-12-03,2003-08-25,4464333,6114909,Shirley Turner,Scottbury,Credit
2008-10-30,Isuzu D-MAX,Eldoret,5,Louis Smith,Labh Singh,NCBA,JABC718XYZUk,2023-03-27,2013-06-11,5646223,5457982,Danielle Trevino,Deborahbury,Credit
2007-01-28,Isuzu NQR Xtra,Meru,3,Louis Smith,Labh Singh,Family Bank,JABC176XYZec,2011-11-12,2007-05-21,3756870,2818353,Carol Morales,West Amyborough,Credit
2023-03-08,Isuzu NQR Xtra,Mombasa,5,Michael Miller,Labh Singh,Equity Bank,JABC512XYZDV,2013-06-22,2025-02-23,2883385,2679669,Becky Parsons,Port Shawn,Cash
2008-02-08,Isuzu NQR Xtra,Chuka,4,Louis Smith,General Body Works,Co-op Bank,JABC671XYZNb,2005-11-02,2014-09-26,4238006,4103262,Timothy Jackson,Dianahaven,Cash
2025-06-22,Isuzu FVR,Meru,2,Steven Dixon,TransAfrica,KCB,JABC130XYZno,2021-10-08,2008-06-16,3492758,3683555,Brian Watson,Clarkstad,Credit
2021-01-15,Isuzu NQR Xtra,Meru,3,Shannon Thompson,General Body Works,Equity Bank,JABC563XYZXu,2004-10-28,2002-04-04,3910561,6152071,Tammy Alvarez,Thomasfort,Credit
2022-08-26,Isuzu FRR90,Nairobi,5,Kathleen Pacheco,Labh Singh,KCB,JABC602XYZYL,2008-04-15,2011-01-11,2311919,3592012,Ashley Haynes,Williamfort,Cash
2000-06-19,Isuzu NQR Xtra,Meru,4,Crystal Fleming,Labh Singh,KCB,JABC860XYZol,2013-05-14,2025-04-16,3604211,4834283,Jason Parker,Nashborough,Cash
2005-08-28,Isuzu FSR,Eldoret,3,Stephen Lewis,Krystal,Equity Bank,JABC602XYZfp,2008-11-22,2006-07-19,3686768,5615556,Stephanie Sanchez,East Amandaport,Cash
2009-02-03,Isuzu FRR90,Nairobi,1,Kathleen Pacheco,General Body Works,KCB,JABC192XYZyF,2007-03-28,2012-01-13,2430542,4695378,Sabrina Stewart,Nealberg,Cash
2013-06-19,Isuzu FSR,Eldoret,4,Stacey Bass,General Body Works,Equity Bank,JABC919XYZBP,2001-11-04,2010-09-07,4646250,3767898,Mark Ramos,Deborahfurt,Cash
2020-03-24,Isuzu D-MAX,Eldoret,2,Brittany Rogers,Krystal,NCBA,JABC732XYZao,2001-11-10,2013-08-24,3205159,3738260,Michael Duke,Paulaport,Cash
2024-09-01,Isuzu FSR,Meru,1,Katie Romero,Labh Singh,Family Bank,JABC560XYZQu,2004-05-06,2002-08-11,3179328,5476311,Stephanie Collins,Lake Michael,Credit
2022-12-22,Isuzu FRR90,Mombasa,3,Kristy Moran,Krystal,Family Bank,JABC621XYZhB,2021-09-19,2007-07-30,3034576,2938264,Jeremy Gordon,Douglasside,Credit
2017-04-27,Isuzu FSR,Chuka,2,Kristy Moran,Labh Singh,KCB,JABC510XYZaH,2023-08-14,2010-04-24,5480531,5107109,Joseph Ryan,West David,Cash
2015-11-30,Isuzu D-MAX,Nairobi,1,Nicolas Grant,Krystal,Co-op Bank,JABC085XYZub,2024-10-26,2012-12-03,5507289,3156343,Mark Hunt,New Ashleyberg,Credit
2005-10-28,Isuzu FRR90,Chuka,1,Katie Romero,TransAfrica,Co-op Bank,JABC655XYZpa,2018-01-12,2001-03-14,5197812,3065538,David Kelly,South Joseph,Credit
2005-03-24,Isuzu FSR,Mombasa,5,Carol Waters,General Body Works,Family Bank,JABC456XYZAl,2020-04-16,2021-09-20,5417768,6203093,Brian Williams,South Annastad,Cash
2015-11-07,Isuzu FRR90,Nairobi,5,Crystal Fleming,TransAfrica,Equity Bank,JABC101XYZfi,2009-03-22,2011-05-30,2016049,4281100,Eric Beck,North Matthewmouth,Cash
2012-12-22,Isuzu NQR Xtra,Eldoret,3,Louis Smith,TransAfrica,NCBA,JABC169XYZsY,2018-01-19,2009-02-08,4240359,6290154,Scott Li,North Davidhaven,Cash
2011-01-03,Isuzu D-MAX,Eldoret,4,Stacey Bass,TransAfrica,Family Bank,JABC300XYZhb,2006-06-26,2000-07-04,5611090,3894778,Olivia Ortega,Gregoryton,Credit
2023-11-11,Isuzu FRR90,Nairobi,2,Nicolas Grant,TransAfrica,Family Bank,JABC844XYZql,2014-10-20,2022-09-09,2530276,3575940,Joshua Rodriguez,Hensonbury,Credit
2012-10-08,Isuzu FVR,Meru,5,Alicia Gutierrez,General Body Works,Co-op Bank,JABC681XYZol,2006-05-18,2018-10-04,2306456,5162209,Chase Wood,New Jessica,Credit
2006-04-25,Isuzu FVR,Nairobi,3,Carol Waters,Labh Singh,Equity Bank,JABC268XYZOg,2009-02-27,2001-10-09,5449269,3221351,Glenn Delacruz,Garrettchester,Credit
2010-06-14,Isuzu NQR Xtra,Eldoret,4,Brittany Rogers,General Body Works,Equity Bank,JABC993XYZxx,2023-08-05,2018-07-18,5347074,4039594,Jessica Sanchez,Tinashire,Credit
2007-03-06,Isuzu D-MAX,Nairobi,2,Joshua Williams,Rifter,Family Bank,JABC693XYZIu,2010-09-27,2018-01-20,3481002,4916102,Curtis Beasley,East Jamesfort,Cash
2017-01-07,Isuzu FVR,Mombasa,1,Michael Miller,General Body Works,Co-op Bank,JABC646XYZEv,2013-05-22,2009-08-12,4384675,3965504,Scott Arnold,Macdonaldberg,Credit
2007-09-08,Isuzu FRR90,Meru,5,Shannon Thompson,Labh Singh,Equity Bank,JABC749XYZUJ,2001-06-05,2007-12-19,2124148,5940663,Erika Clark,Port Garymouth,Cash
2007-07-11,Isuzu FRR90,Chuka,1,Carol Waters,General Body Works,NCBA,JABC818XYZoH,2023-08-03,2019-10-01,2550621,6052113,Kyle Horton,Port Matthew,Credit
2019-05-10,Isuzu FRR90,Chuka,3,Nicolas Grant,TransAfrica,KCB,JABC973XYZyF,2018-08-11,2004-06-12,4118197,6106537,Pamela Tapia,Jasmineside,Credit
2008-02-22,Isuzu FVR,Nairobi,1,Brittany Rogers,General Body Works,Equity Bank,JABC480XYZMo,2008-12-28,2003-06-16,5213142,6012465,Zachary Boyle,New Norma,Cash
2019-10-07,Isuzu FSR,Chuka,3,Carol Waters,Rifter,KCB,JABC656XYZHK,2014-05-15,2018-04-01,2521819,4107010,Joshua Patton,Donnaview,Cash
2014-08-15,Isuzu FVR,Meru,5,Kathleen Pacheco,TransAfrica,NCBA,JABC153XYZJx,2002-12-29,2005-05-05,4481264,6165883,Dr. Bobby Taylor,Teresaport,Cash
2013-02-15,Isuzu FRR90,Mombasa,4,Steven Dixon,Labh Singh,Family Bank,JABC997XYZaM,2020-04-05,2017-12-17,3902049,4868744,Allison Melton,Barrettland,Cash
2020-04-14,Isuzu FVR,Meru,2,Karen Krause,TransAfrica,Family Bank,JABC235XYZLW,2022-10-25,2009-11-01,4951239,5502017,Amanda Mendoza,South Erinmouth,Credit
2004-03-26,Isuzu FRR90,Eldoret,3,Dana Ortiz,Rifter,Equity Bank,JABC652XYZVP,2015-04-12,2002-08-06,3914678,2683219,Bonnie Reynolds,New Tiffany,Cash
2000-02-22,Isuzu FSR,Nairobi,4,Steven Dixon,Labh Singh,NCBA,JABC264XYZAv,2019-06-21,2022-08-06,3270176,3770680,Cheryl Walker,Destinytown,Credit
2024-04-01,Isuzu FSR,Eldoret,3,Cindy Ingram,TransAfrica,Family Bank,JABC546XYZto,2008-10-18,2015-04-02,5930176,6037573,Victor Diaz,Lake Alyssa,Credit
2003-07-17,Isuzu D-MAX,Nairobi,5,Michael Miller,Labh Singh,Equity Bank,JABC042XYZon,2025-04-29,2018-10-14,3692509,5193540,Tamara Roy,Woodview,Cash
2004-07-25,Isuzu NQR Xtra,Mombasa,5,Joshua Williams,TransAfrica,NCBA,JABC829XYZoG,2017-02-12,2011-08-29,5462800,6350684,Brittany Miller,New Christopherhaven,Credit
2011-12-30,Isuzu FRR90,Chuka,1,Kristy Moran,Krystal,Co-op Bank,JABC380XYZFX,2020-07-02,2018-01-07,4151863,2719763,Jeffery Hall,Jenniferville,Cash
2012-05-08,Isuzu D-MAX,Eldoret,1,Kristy Moran,General Body Works,KCB,JABC123XYZYd,2013-01-01,2021-11-29,4225165,3248409,Tracy Tate,Smithstad,Credit
2023-05-12,Isuzu FSR,Nairobi,3,Stephen Lewis,Krystal,NCBA,JABC684XYZGq,2018-05-25,2014-12-11,5838491,4071254,Robin Cooley,Port Melissa,Cash
2017-11-14,Isuzu FSR,Chuka,4,Crystal Fleming,Labh Singh,Family Bank,JABC005XYZss,2005-12-25,2014-06-16,4732880,3421900,Sean Perez,Jamesberg,Credit
2020-04-27,Isuzu FSR,Nairobi,5,Kristy Moran,General Body Works,Equity Bank,JABC136XYZon,2008-02-10,2019-01-20,2926173,2700879,Mr. Ronald Stevens,West Barryside,Cash
2024-02-05,Isuzu FRR90,Mombasa,1,Benjamin Patterson,Rifter,Equity Bank,JABC980XYZTy,2012-05-01,2016-11-19,4649413,2611036,Pamela Wallace,Orozcoland,Credit
2013-12-11,Isuzu NQR Xtra,Eldoret,3,Nicolas Grant,Rifter,NCBA,JABC547XYZAj,2023-09-09,2004-10-20,4175343,5470085,Angela Hall,Kennethview,Cash
2022-11-20,Isuzu FVR,Mombasa,2,Nicolas Grant,TransAfrica,NCBA,JABC336XYZpf,2013-10-20,2013-10-28,3508436,5179675,Renee Frost,Luceroburgh,Cash
2003-05-09,Isuzu FVR,Nairobi,2,Benjamin Patterson,General Body Works,Family Bank,JABC788XYZpT,2021-03-11,2023-06-26,3575276,3911671,Tiffany Castro,Taylorchester,Credit
2009-02-20,Isuzu FVR,Chuka,4,Steven Dixon,Labh Singh,Equity Bank,JABC968XYZME,2014-03-06,2018-01-20,4772541,5640595,Kyle Weaver,West Lisastad,Credit
2009-05-10,Isuzu FSR,Mombasa,1,Nicolas Grant,TransAfrica,NCBA,JABC159XYZcU,2004-09-19,2015-01-15,3272193,5784103,David Sims,East Harold,Credit
2012-09-24,Isuzu NQR Xtra,Meru,1,Benjamin Patterson,Krystal,Equity Bank,JABC018XYZPA,2012-12-27,2008-11-16,3417186,3366817,Kevin Wilkerson,Jamesville,Cash
2009-07-19,Isuzu FSR,Mombasa,5,Stacey Bass,General Body Works,KCB,JABC409XYZTR,2016-10-31,2002-04-28,5852391,5485371,Shawn Vincent,Emilyview,Credit
2002-02-13,Isuzu FRR90,Eldoret,1,Derek Reed,General Body Works,Equity Bank,JABC323XYZjh,2012-02-28,2005-04-27,4040521,3915724,John Mack,Port Ana,Credit
2017-05-10,Isuzu FVR,Chuka,3,Kathleen Pacheco,TransAfrica,Equity Bank,JABC194XYZdK,2002-07-18,2006-09-12,4052150,3665797,Phillip Taylor,Aaronfurt,Cash
2023-07-20,Isuzu D-MAX,Eldoret,2,Steven Dixon,Labh Singh,NCBA,JABC510XYZff,2001-09-23,2002-11-14,3189554,5185260,Stanley Williams,Port Chad,Credit
2006-05-26,Isuzu NQR Xtra,Nairobi,5,Crystal Fleming,General Body Works,Co-op Bank,JABC588XYZPL,2022-10-06,2024-01-19,5820637,6449634,Christopher Clements,Lyonsside,Credit
2000-05-21,Isuzu FRR90,Nairobi,3,Dana Ortiz,Labh Singh,Equity Bank,JABC551XYZCp,2018-06-15,2006-03-09,5921775,5535976,James Johnson,Lichester,Credit
2024-09-26,Isuzu D-MAX,Mombasa,1,Cindy Ingram,Labh Singh,NCBA,JABC472XYZgx,2006-05-07,2001-01-11,2783637,2805490,Christopher Rowe,West Rebeccamouth,Cash
2004-09-21,Isuzu FVR,Eldoret,3,Benjamin Patterson,Krystal,Co-op Bank,JABC402XYZhR,2022-10-15,2015-09-17,5209462,5133604,Dustin Lambert,Lake Michaeltown,Cash
2004-03-26,Isuzu NQR Xtra,Chuka,4,Michael Miller,TransAfrica,Family Bank,JABC692XYZkb,2021-02-28,2009-11-22,4584555,5309304,Joshua Ellis,New Samantha,Cash
2016-08-22,Isuzu FSR,Meru,5,Crystal Fleming,Krystal,Family Bank,JABC688XYZmx,2021-03-07,2015-04-25,5882928,4293807,Maria Henry,North Sarahburgh,Credit
2005-09-21,Isuzu FVR,Nairobi,1,Kathleen Pacheco,General Body Works,KCB,JABC772XYZeB,2011-12-09,2008-01-08,5085290,3530367,Tyler Fields,New Emilyberg,Credit
2000-12-19,Isuzu FSR,Eldoret,2,Katie Romero,Rifter,Family Bank,JABC175XYZcV,2005-05-23,2023-07-12,4412133,5812774,Mrs. Dawn Solomon MD,Lake Jonathonton,Credit
2023-01-18,Isuzu FSR,Meru,5,Carol Waters,Rifter,Equity Bank,JABC062XYZQA,2022-02-17,2018-11-12,4861810,5458778,Matthew Fisher,Barbarastad,Cash
2023-03-02,Isuzu FSR,Chuka,4,Joshua Williams,TransAfrica,Family Bank,JABC815XYZKT,2012-07-07,2001-08-22,5307910,5301055,Bryan Richmond,West Brittany,Cash
2005-08-02,Isuzu FVR,Nairobi,4,Steven Dixon,General Body Works,Family Bank,JABC651XYZev,2014-06-25,2022-06-18,5982077,2609419,Jared Dixon,Sharptown,Credit
2019-08-21,Isuzu FRR90,Nairobi,2,Stephen Lewis,TransAfrica,NCBA,JABC939XYZuo,2002-07-29,2022-03-31,2562466,6465470,Brianna Harris,Teresahaven,Credit
2018-03-31,Isuzu NQR Xtra,Meru,4,Steven Dixon,General Body Works,Equity Bank,JABC664XYZqK,2022-12-02,2007-08-16,3229999,4541925,Erica Riley,North Jessica,Credit
2019-04-03,Isuzu FRR90,Nairobi,4,Joshua Williams,Rifter,KCB,JABC404XYZTg,2006-01-28,2002-10-08,2939117,3306311,Diane Sandoval,Marktown,Cash
2016-08-22,Isuzu NQR Xtra,Chuka,3,Cindy Ingram,Labh Singh,Family Bank,JABC140XYZXu,2020-08-27,2020-04-21,2254468,3705073,Nicole Pruitt,Erinland,Credit
2002-06-26,Isuzu FSR,Meru,4,Stacey Bass,Labh Singh,Equity Bank,JABC542XYZYK,2020-05-14,2022-11-27,4858242,3624105,Kelly Cook,Suttonfurt,Cash
2007-03-07,Isuzu D-MAX,Chuka,1,Nicolas Grant,TransAfrica,Equity Bank,JABC080XYZzd,2011-07-16,2002-01-25,4103978,4953612,James Silva,North Stephaniemouth,Credit
2010-01-24,Isuzu FVR,Mombasa,1,Carol Waters,Rifter,Co-op Bank,JABC932XYZtl,2016-11-29,2022-08-22,5016848,6058864,Sarah Thompson,Port Alexander,Cash
2019-12-26,Isuzu FVR,Nairobi,2,Dana Ortiz,Krystal,Family Bank,JABC720XYZIU,2003-11-27,2022-06-19,5128330,3739220,Darrell Cameron,Davidchester,Credit
2005-06-02,Isuzu FVR,Meru,5,Crystal Fleming,Krystal,Co-op Bank,JABC027XYZyJ,2000-12-15,2022-12-17,3939553,6117029,Jennifer Bates,New Pamela,Credit
2011-04-07,Isuzu FSR,Nairobi,5,Joshua Williams,Krystal,NCBA,JABC450XYZxj,2014-12-16,2009-07-31,5897367,2644391,Erik Newton,Ashleystad,Credit
2000-08-15,Isuzu FRR90,Mombasa,5,Alicia Gutierrez,Labh Singh,NCBA,JABC450XYZae,2004-01-31,2020-06-24,2414528,4938926,Lori Mcdowell,East Monicaport,Credit
2020-01-11,Isuzu FRR90,Chuka,3,Louis Smith,General Body Works,KCB,JABC891XYZMp,2024-03-03,2001-11-04,4873238,4390168,Judith Smith,Coxport,Credit
2014-01-23,Isuzu NQR Xtra,Chuka,5,Katie Romero,Rifter,NCBA,JABC726XYZfJ,2001-07-23,2013-01-12,2210906,5491585,Jeffrey Mendez,West Christianberg,Credit
2007-06-07,Isuzu FSR,Nairobi,2,Stephen Lewis,General Body Works,KCB,JABC997XYZUG,2003-10-21,2003-11-29,2135032,4530033,Paula Edwards,Lake Cameronmouth,Cash
2006-11-10,Isuzu D-MAX,Mombasa,2,Katie Romero,General Body Works,Equity Bank,JABC485XYZTp,2016-07-22,2009-01-08,5777423,5855417,Linda Duncan,Lake Aaronside,Cash
2000-12-24,Isuzu NQR Xtra,Mombasa,5,Kathleen Pacheco,General Body Works,Family Bank,JABC161XYZmp,2000-08-08,2011-04-19,3828919,5224718,Lisa Hester,Lake Madisonside,Credit
2006-04-21,Isuzu FVR,Chuka,4,Joshua Williams,Labh Singh,KCB,JABC196XYZPA,2013-12-11,2000-09-25,5828896,3846965,Joseph Harris,East Michellehaven,Cash
2002-09-29,Isuzu D-MAX,Eldoret,4,Dana Ortiz,Krystal,Family Bank,JABC562XYZzk,2019-10-29,2004-07-03,3647086,4721170,Joseph Valdez,Lake Christina,Cash
2025-08-02,Isuzu NQR Xtra,Chuka,3,Louis Smith,Krystal,KCB,JABC072XYZaG,2020-08-10,2004-02-27,4861050,3024495,Donna Townsend,Ronaldstad,Cash
2023-09-21,Isuzu NQR Xtra,Chuka,3,Dana Ortiz,Labh Singh,Equity Bank,JABC343XYZKS,2001-03-15,2022-12-19,3154485,2937747,Kimberly Williams,Leechester,Credit
2023-10-25,Isuzu FSR,Chuka,1,Brittany Rogers,Rifter,Equity Bank,JABC922XYZkm,2009-10-02,2012-11-30,2954455,5948566,Samantha Esparza,Josephfurt,Cash
2012-07-07,Isuzu NQR Xtra,Chuka,5,Nicolas Grant,Rifter,Co-op Bank,JABC457XYZPr,2015-05-15,2018-02-16,2561837,4567070,Calvin Martin,New Teresahaven,Credit
2003-04-18,Isuzu D-MAX,Mombasa,2,Katie Romero,Rifter,KCB,JABC766XYZcc,2004-10-01,2002-03-29,4692159,2946582,Michelle Harris,Christopherview,Credit
2000-11-08,Isuzu FRR90,Nairobi,5,Karen Krause,Labh Singh,Equity Bank,JABC972XYZxu,2023-10-11,2020-01-27,4167456,3048239,David Williams,Armstrongchester,Cash
2018-02-25,Isuzu FRR90,Eldoret,5,Steven Dixon,Labh Singh,Equity Bank,JABC650XYZCq,2004-02-01,2023-08-05,5983931,5014671,Jason Hardy,West Eric,Credit
2023-07-12,Isuzu FRR90,Chuka,1,Karen Krause,General Body Works,Family Bank,JABC476XYZml,2022-10-21,2005-05-11,3564039,5643560,Andrea Howell,Wheelerville,Credit
2000-05-21,Isuzu FVR,Mombasa,4,Karen Krause,Krystal,Family Bank,JABC641XYZzP,2022-10-20,2015-04-21,5274337,6431752,Caleb Rios,Toddside,Credit
2002-10-25,Isuzu D-MAX,Meru,3,Brittany Rogers,Krystal,NCBA,JABC336XYZIw,2010-02-18,2002-01-14,2624447,4987413,Matthew Jackson,Lake Brian,Credit
2009-05-22,Isuzu NQR Xtra,Chuka,3,Steven Dixon,TransAfrica,Equity Bank,JABC239XYZcn,2022-06-06,2021-10-02,4306646,5564954,Lisa Ponce,West Kellyton,Cash
2024-10-17,Isuzu FRR90,Chuka,2,Cindy Ingram,General Body Works,Equity Bank,JABC186XYZLp,2006-09-09,2021-03-27,2296908,6089437,Sharon Watson,Hamptonchester,Cash
2005-09-18,Isuzu D-MAX,Mombasa,1,Karen Krause,Krystal,KCB,JABC513XYZEX,2023-05-02,2009-04-13,5381053,3516613,Benjamin Jones,South Kathleen,Cash
